FECHA|CASOS|MUERTES|COUNTRY
16/03/2020|48|1|Denmark
17/03/2020|57|0|Denmark
18/03/2020|92|3|Denmark
19/03/2020|91|0|Denmark
20/03/2020|36|2|Denmark
21/03/2020|104|3|Denmark
22/03/2020|71|4|Denmark
23/03/2020|69|0|Denmark
24/03/2020|65|11|Denmark
25/03/2020|131|8|Denmark
26/03/2020|133|2|Denmark
27/03/2020|153|7|Denmark
28/03/2020|169|11|Denmark
29/03/2020|155|13|Denmark
30/03/2020|194|7|Denmark
31/03/2020|182|5|Denmark
01/04/2020|283|13|Denmark
02/04/2020|247|14|Denmark
03/04/2020|279|19|Denmark
04/04/2020|371|16|Denmark
05/04/2020|320|22|Denmark
06/04/2020|292|18|Denmark
07/04/2020|312|8|Denmark
08/04/2020|390|16|Denmark
09/04/2020|331|15|Denmark
10/04/2020|233|19|Denmark
11/04/2020|184|10|Denmark
12/04/2020|177|13|Denmark
13/04/2020|178|13|Denmark
14/04/2020|144|12|Denmark
19/03/2020|1|0|Djibouti
20/03/2020|0|0|Djibouti
21/03/2020|0|0|Djibouti
22/03/2020|0|0|Djibouti
23/03/2020|0|0|Djibouti
24/03/2020|2|0|Djibouti
25/03/2020|0|0|Djibouti
26/03/2020|9|0|Djibouti
27/03/2020|0|0|Djibouti
28/03/2020|1|0|Djibouti
29/03/2020|2|0|Djibouti
30/03/2020|4|0|Djibouti
31/03/2020|7|0|Djibouti
01/04/2020|5|0|Djibouti
02/04/2020|3|0|Djibouti
03/04/2020|7|0|Djibouti
04/04/2020|0|0|Djibouti
05/04/2020|10|0|Djibouti
06/04/2020|8|0|Djibouti
07/04/2020|31|0|Djibouti
08/04/2020|31|0|Djibouti
09/04/2020|14|0|Djibouti
10/04/2020|5|1|Djibouti
11/04/2020|10|0|Djibouti
12/04/2020|37|1|Djibouti
13/04/2020|27|0|Djibouti
14/04/2020|84|0|Djibouti
23/03/2020|1|0|Dominica
24/03/2020|0|0|Dominica
25/03/2020|1|0|Dominica
26/03/2020|5|0|Dominica
27/03/2020|4|0|Dominica
28/03/2020|0|0|Dominica
29/03/2020|0|0|Dominica
30/03/2020|0|0|Dominica
31/03/2020|0|0|Dominica
01/04/2020|0|0|Dominica
02/04/2020|1|0|Dominica
03/04/2020|0|0|Dominica
04/04/2020|2|0|Dominica
05/04/2020|0|0|Dominica
06/04/2020|0|0|Dominica
07/04/2020|1|0|Dominica
08/04/2020|0|0|Dominica
09/04/2020|0|0|Dominica
10/04/2020|1|0|Dominica
11/04/2020|0|0|Dominica
12/04/2020|0|0|Dominica
13/04/2020|0|0|Dominica
14/04/2020|0|0|Dominica
02/03/2020|1|0|Dominican_Republic
07/03/2020|1|0|Dominican_Republic
10/03/2020|3|0|Dominican_Republic
14/03/2020|6|0|Dominican_Republic
15/03/2020|0|0|Dominican_Republic
16/03/2020|0|0|Dominican_Republic
17/03/2020|0|0|Dominican_Republic
18/03/2020|0|0|Dominican_Republic
19/03/2020|10|0|Dominican_Republic
20/03/2020|0|0|Dominican_Republic
21/03/2020|13|2|Dominican_Republic
22/03/2020|78|1|Dominican_Republic
23/03/2020|90|0|Dominican_Republic
24/03/2020|43|0|Dominican_Republic
25/03/2020|67|3|Dominican_Republic
26/03/2020|80|4|Dominican_Republic
27/03/2020|96|0|Dominican_Republic
28/03/2020|93|10|Dominican_Republic
29/03/2020|138|8|Dominican_Republic
30/03/2020|140|11|Dominican_Republic
31/03/2020|42|3|Dominican_Republic
01/04/2020|208|9|Dominican_Republic
02/04/2020|175|6|Dominican_Republic
03/04/2020|96|3|Dominican_Republic
04/04/2020|108|8|Dominican_Republic
05/04/2020|90|9|Dominican_Republic
06/04/2020|167|5|Dominican_Republic
07/04/2020|83|4|Dominican_Republic
08/04/2020|128|12|Dominican_Republic
09/04/2020|155|10|Dominican_Republic
10/04/2020|238|10|Dominican_Republic
11/04/2020|271|8|Dominican_Republic
12/04/2020|139|9|Dominican_Republic
13/04/2020|208|38|Dominican_Republic
14/04/2020|200|4|Dominican_Republic
01/03/2020|1|0|Ecuador
02/03/2020|5|0|Ecuador
03/03/2020|1|0|Ecuador
05/03/2020|3|0|Ecuador
06/03/2020|3|0|Ecuador
09/03/2020|1|0|Ecuador
10/03/2020|1|0|Ecuador
11/03/2020|2|0|Ecuador
14/03/2020|6|1|Ecuador
15/03/2020|5|1|Ecuador
16/03/2020|9|0|Ecuador
17/03/2020|21|0|Ecuador
18/03/2020|53|0|Ecuador
19/03/2020|57|1|Ecuador
20/03/2020|31|0|Ecuador
21/03/2020|227|4|Ecuador
22/03/2020|106|0|Ecuador
23/03/2020|257|7|Ecuador
24/03/2020|192|4|Ecuador
25/03/2020|101|9|Ecuador
26/03/2020|129|2|Ecuador
27/03/2020|192|5|Ecuador
28/03/2020|224|7|Ecuador
29/03/2020|208|7|Ecuador
30/03/2020|55|10|Ecuador
31/03/2020|76|4|Ecuador
01/04/2020|336|17|Ecuador
02/04/2020|456|41|Ecuador
03/04/2020|405|0|Ecuador
04/04/2020|205|25|Ecuador
05/04/2020|97|27|Ecuador
06/04/2020|181|8|Ecuador
07/04/2020|101|11|Ecuador
08/04/2020|248|29|Ecuador
09/04/2020|455|22|Ecuador
10/04/2020|515|30|Ecuador
11/04/2020|2196|25|Ecuador
12/04/2020|96|18|Ecuador
13/04/2020|209|18|Ecuador
14/04/2020|63|22|Ecuador
15/02/2020|1|0|Egypt
16/02/2020|0|0|Egypt
17/02/2020|0|0|Egypt
18/02/2020|0|0|Egypt
19/02/2020|0|0|Egypt
20/02/2020|0|0|Egypt
21/02/2020|0|0|Egypt
22/02/2020|0|0|Egypt
23/02/2020|0|0|Egypt
24/02/2020|0|0|Egypt
25/02/2020|0|0|Egypt
26/02/2020|0|0|Egypt
27/02/2020|0|0|Egypt
28/02/2020|0|0|Egypt
29/02/2020|0|0|Egypt
01/03/2020|0|0|Egypt
02/03/2020|1|0|Egypt
06/03/2020|1|0|Egypt
07/03/2020|12|0|Egypt
09/03/2020|34|1|Egypt
10/03/2020|6|0|Egypt
11/03/2020|4|0|Egypt
12/03/2020|1|0|Egypt
13/03/2020|20|1|Egypt
14/03/2020|13|0|Egypt
15/03/2020|0|0|Egypt
16/03/2020|17|0|Egypt
17/03/2020|16|0|Egypt
18/03/2020|40|2|Egypt
19/03/2020|30|2|Egypt
20/03/2020|14|0|Egypt
21/03/2020|46|1|Egypt
22/03/2020|29|1|Egypt
23/03/2020|9|2|Egypt
24/03/2020|33|4|Egypt
25/03/2020|39|5|Egypt
26/03/2020|76|2|Egypt
27/03/2020|14|0|Egypt
28/03/2020|39|3|Egypt
29/03/2020|41|6|Egypt
30/03/2020|40|6|Egypt
31/03/2020|33|4|Egypt
01/04/2020|47|1|Egypt
02/04/2020|54|5|Egypt
03/04/2020|69|6|Egypt
04/04/2020|0|0|Egypt
05/04/2020|206|14|Egypt
06/04/2020|85|5|Egypt
07/04/2020|3|7|Egypt
08/04/2020|249|7|Egypt
09/04/2020|238|18|Egypt
10/04/2020|139|15|Egypt
11/04/2020|95|17|Egypt
12/04/2020|145|11|Egypt
13/04/2020|126|13|Egypt
14/04/2020|125|5|Egypt
19/03/2020|1|0|El_Salvador
20/03/2020|0|0|El_Salvador
21/03/2020|2|0|El_Salvador
22/03/2020|0|0|El_Salvador
23/03/2020|0|0|El_Salvador
24/03/2020|2|0|El_Salvador
25/03/2020|4|0|El_Salvador
26/03/2020|4|0|El_Salvador
27/03/2020|0|0|El_Salvador
28/03/2020|0|0|El_Salvador
29/03/2020|6|0|El_Salvador
30/03/2020|11|0|El_Salvador
31/03/2020|2|0|El_Salvador
01/04/2020|0|1|El_Salvador
02/04/2020|9|1|El_Salvador
03/04/2020|5|0|El_Salvador
04/04/2020|10|1|El_Salvador
05/04/2020|6|0|El_Salvador
06/04/2020|7|0|El_Salvador
07/04/2020|9|1|El_Salvador
08/04/2020|0|0|El_Salvador
09/04/2020|25|1|El_Salvador
10/04/2020|14|1|El_Salvador
11/04/2020|1|0|El_Salvador
12/04/2020|0|0|El_Salvador
13/04/2020|7|0|El_Salvador
14/04/2020|24|0|El_Salvador
15/03/2020|1|0|Equatorial_Guinea
16/03/2020|0|0|Equatorial_Guinea
17/03/2020|0|0|Equatorial_Guinea
18/03/2020|0|0|Equatorial_Guinea
19/03/2020|2|0|Equatorial_Guinea
20/03/2020|1|0|Equatorial_Guinea
21/03/2020|0|0|Equatorial_Guinea
22/03/2020|2|0|Equatorial_Guinea
23/03/2020|0|0|Equatorial_Guinea
24/03/2020|3|0|Equatorial_Guinea
25/03/2020|0|0|Equatorial_Guinea
26/03/2020|2|0|Equatorial_Guinea
27/03/2020|1|0|Equatorial_Guinea
28/03/2020|1|0|Equatorial_Guinea
29/03/2020|0|0|Equatorial_Guinea
30/03/2020|1|0|Equatorial_Guinea
31/03/2020|0|0|Equatorial_Guinea
01/04/2020|1|0|Equatorial_Guinea
02/04/2020|0|0|Equatorial_Guinea
03/04/2020|0|0|Equatorial_Guinea
04/04/2020|1|0|Equatorial_Guinea
05/04/2020|0|0|Equatorial_Guinea
06/04/2020|0|0|Equatorial_Guinea
07/04/2020|0|0|Equatorial_Guinea
08/04/2020|0|0|Equatorial_Guinea
09/04/2020|2|0|Equatorial_Guinea
10/04/2020|0|0|Equatorial_Guinea
11/04/2020|0|0|Equatorial_Guinea
12/04/2020|0|0|Equatorial_Guinea
13/04/2020|3|0|Equatorial_Guinea
14/04/2020|0|0|Equatorial_Guinea
22/03/2020|1|0|Eritrea
23/03/2020|0|0|Eritrea
24/03/2020|0|0|Eritrea
25/03/2020|0|0|Eritrea
26/03/2020|3|0|Eritrea
27/03/2020|2|0|Eritrea
28/03/2020|0|0|Eritrea
29/03/2020|0|0|Eritrea
30/03/2020|6|0|Eritrea
31/03/2020|0|0|Eritrea
01/04/2020|3|0|Eritrea
02/04/2020|3|0|Eritrea
03/04/2020|4|0|Eritrea
04/04/2020|0|0|Eritrea
05/04/2020|7|0|Eritrea
06/04/2020|0|0|Eritrea
07/04/2020|2|0|Eritrea
08/04/2020|0|0|Eritrea
09/04/2020|2|0|Eritrea
10/04/2020|0|0|Eritrea
11/04/2020|1|0|Eritrea
12/04/2020|0|0|Eritrea
13/04/2020|0|0|Eritrea
14/04/2020|0|0|Eritrea
28/02/2020|1|0|Estonia
29/02/2020|0|0|Estonia
01/03/2020|0|0|Estonia
02/03/2020|0|0|Estonia
04/03/2020|1|0|Estonia
06/03/2020|3|0|Estonia
07/03/2020|5|0|Estonia
11/03/2020|3|0|Estonia
12/03/2020|3|0|Estonia
13/03/2020|11|0|Estonia
14/03/2020|52|0|Estonia
15/03/2020|36|0|Estonia
16/03/2020|56|0|Estonia
17/03/2020|34|0|Estonia
18/03/2020|20|0|Estonia
19/03/2020|33|0|Estonia
20/03/2020|9|0|Estonia
21/03/2020|16|0|Estonia
22/03/2020|23|0|Estonia
23/03/2020|20|0|Estonia
24/03/2020|26|0|Estonia
25/03/2020|17|0|Estonia
26/03/2020|35|1|Estonia
27/03/2020|134|0|Estonia
28/03/2020|37|0|Estonia
29/03/2020|65|0|Estonia
30/03/2020|39|2|Estonia
31/03/2020|36|0|Estonia
01/04/2020|30|1|Estonia
02/04/2020|34|1|Estonia
03/04/2020|79|6|Estonia
04/04/2020|103|1|Estonia
05/04/2020|57|1|Estonia
06/04/2020|79|2|Estonia
07/04/2020|11|4|Estonia
08/04/2020|41|2|Estonia
09/04/2020|36|3|Estonia
10/04/2020|22|0|Estonia
11/04/2020|51|0|Estonia
12/04/2020|46|0|Estonia
13/04/2020|5|1|Estonia
14/04/2020|23|3|Estonia
15/03/2020|1|0|Eswatini
16/03/2020|0|0|Eswatini
17/03/2020|0|0|Eswatini
18/03/2020|0|0|Eswatini
19/03/2020|0|0|Eswatini
20/03/2020|0|0|Eswatini
21/03/2020|0|0|Eswatini
22/03/2020|0|0|Eswatini
23/03/2020|3|0|Eswatini
24/03/2020|0|0|Eswatini
25/03/2020|0|0|Eswatini
26/03/2020|0|0|Eswatini
27/03/2020|2|0|Eswatini
28/03/2020|3|0|Eswatini
29/03/2020|0|0|Eswatini
30/03/2020|0|0|Eswatini
31/03/2020|0|0|Eswatini
01/04/2020|0|0|Eswatini
02/04/2020|0|0|Eswatini
03/04/2020|0|0|Eswatini
04/04/2020|0|0|Eswatini
05/04/2020|0|0|Eswatini
06/04/2020|0|0|Eswatini
07/04/2020|1|0|Eswatini
08/04/2020|0|0|Eswatini
09/04/2020|2|0|Eswatini
10/04/2020|0|0|Eswatini
11/04/2020|0|0|Eswatini
12/04/2020|2|0|Eswatini
13/04/2020|0|0|Eswatini
14/04/2020|1|0|Eswatini
14/03/2020|1|0|Ethiopia
15/03/2020|0|0|Ethiopia
16/03/2020|3|0|Ethiopia
17/03/2020|1|0|Ethiopia
18/03/2020|0|0|Ethiopia
19/03/2020|1|0|Ethiopia
20/03/2020|1|0|Ethiopia
21/03/2020|2|0|Ethiopia
22/03/2020|0|0|Ethiopia
23/03/2020|2|0|Ethiopia
24/03/2020|0|0|Ethiopia
25/03/2020|0|0|Ethiopia
26/03/2020|1|0|Ethiopia
27/03/2020|0|0|Ethiopia
28/03/2020|4|0|Ethiopia
29/03/2020|0|0|Ethiopia
30/03/2020|0|0|Ethiopia
31/03/2020|7|0|Ethiopia
01/04/2020|2|0|Ethiopia
02/04/2020|4|0|Ethiopia
03/04/2020|0|0|Ethiopia
04/04/2020|6|0|Ethiopia
05/04/2020|3|0|Ethiopia
06/04/2020|5|2|Ethiopia
07/04/2020|1|0|Ethiopia
08/04/2020|8|0|Ethiopia
09/04/2020|3|0|Ethiopia
10/04/2020|1|0|Ethiopia
11/04/2020|9|0|Ethiopia
12/04/2020|4|1|Ethiopia
13/04/2020|2|0|Ethiopia
14/04/2020|3|0|Ethiopia
04/04/2020|1|0|Falkland_Islands_(Malvinas)
05/04/2020|0|0|Falkland_Islands_(Malvinas)
06/04/2020|1|0|Falkland_Islands_(Malvinas)
07/04/2020|0|0|Falkland_Islands_(Malvinas)
08/04/2020|3|0|Falkland_Islands_(Malvinas)
09/04/2020|0|0|Falkland_Islands_(Malvinas)
10/04/2020|0|0|Falkland_Islands_(Malvinas)
11/04/2020|0|0|Falkland_Islands_(Malvinas)
12/04/2020|0|0|Falkland_Islands_(Malvinas)
13/04/2020|0|0|Falkland_Islands_(Malvinas)
14/04/2020|0|0|Falkland_Islands_(Malvinas)
20/03/2020|72|0|Faroe_Islands
21/03/2020|8|0|Faroe_Islands
22/03/2020|12|0|Faroe_Islands
23/03/2020|23|0|Faroe_Islands
24/03/2020|3|0|Faroe_Islands
25/03/2020|4|0|Faroe_Islands
26/03/2020|10|0|Faroe_Islands
27/03/2020|8|0|Faroe_Islands
28/03/2020|4|0|Faroe_Islands
29/03/2020|11|0|Faroe_Islands
30/03/2020|4|0|Faroe_Islands
31/03/2020|9|0|Faroe_Islands
01/04/2020|1|0|Faroe_Islands
02/04/2020|4|0|Faroe_Islands
03/04/2020|4|0|Faroe_Islands
04/04/2020|2|0|Faroe_Islands
05/04/2020|2|0|Faroe_Islands
06/04/2020|0|0|Faroe_Islands
07/04/2020|2|0|Faroe_Islands
08/04/2020|1|0|Faroe_Islands
09/04/2020|0|0|Faroe_Islands
10/04/2020|0|0|Faroe_Islands
11/04/2020|0|0|Faroe_Islands
12/04/2020|0|0|Faroe_Islands
13/04/2020|0|0|Faroe_Islands
14/04/2020|0|0|Faroe_Islands
20/03/2020|1|0|Fiji
21/03/2020|0|0|Fiji
22/03/2020|1|0|Fiji
23/03/2020|1|0|Fiji
24/03/2020|1|0|Fiji
25/03/2020|1|0|Fiji
26/03/2020|0|0|Fiji
27/03/2020|0|0|Fiji
28/03/2020|0|0|Fiji
29/03/2020|0|0|Fiji
30/03/2020|0|0|Fiji
31/03/2020|0|0|Fiji
01/04/2020|0|0|Fiji
02/04/2020|2|0|Fiji
03/04/2020|0|0|Fiji
04/04/2020|5|0|Fiji
05/04/2020|0|0|Fiji
06/04/2020|2|0|Fiji
07/04/2020|0|0|Fiji
08/04/2020|1|0|Fiji
09/04/2020|0|0|Fiji
10/04/2020|0|0|Fiji
11/04/2020|1|0|Fiji
12/04/2020|0|0|Fiji
13/04/2020|0|0|Fiji
14/04/2020|0|0|Fiji
30/01/2020|1|0|Finland
31/01/2020|0|0|Finland
01/02/2020|0|0|Finland
02/02/2020|0|0|Finland
03/02/2020|0|0|Finland
04/02/2020|0|0|Finland
05/02/2020|0|0|Finland
06/02/2020|0|0|Finland
07/02/2020|0|0|Finland
08/02/2020|0|0|Finland
09/02/2020|0|0|Finland
10/02/2020|0|0|Finland
11/02/2020|0|0|Finland
12/02/2020|0|0|Finland
13/02/2020|0|0|Finland
14/02/2020|0|0|Finland
15/02/2020|0|0|Finland
16/02/2020|0|0|Finland
17/02/2020|0|0|Finland
18/02/2020|0|0|Finland
19/02/2020|0|0|Finland
20/02/2020|0|0|Finland
21/02/2020|0|0|Finland
22/02/2020|0|0|Finland
23/02/2020|0|0|Finland
24/02/2020|0|0|Finland
25/02/2020|0|0|Finland
26/02/2020|0|0|Finland
27/02/2020|1|0|Finland
28/02/2020|0|0|Finland
29/02/2020|1|0|Finland
01/03/2020|0|0|Finland
02/03/2020|3|0|Finland
04/03/2020|1|0|Finland
06/03/2020|5|0|Finland
07/03/2020|7|0|Finland
09/03/2020|11|0|Finland
10/03/2020|10|0|Finland
12/03/2020|19|0|Finland
13/03/2020|96|0|Finland
15/03/2020|55|0|Finland
16/03/2020|57|0|Finland
17/03/2020|5|0|Finland
18/03/2020|47|0|Finland
19/03/2020|50|0|Finland
20/03/2020|31|0|Finland
21/03/2020|50|0|Finland
22/03/2020|71|1|Finland
23/03/2020|105|0|Finland
24/03/2020|74|0|Finland
25/03/2020|92|0|Finland
26/03/2020|88|2|Finland
27/03/2020|78|1|Finland
28/03/2020|67|3|Finland
29/03/2020|193|2|Finland
30/03/2020|0|2|Finland
31/03/2020|95|2|Finland
01/04/2020|71|4|Finland
02/04/2020|62|0|Finland
03/04/2020|72|2|Finland
04/04/2020|97|1|Finland
05/04/2020|267|5|Finland
06/04/2020|45|2|Finland
07/04/2020|249|0|Finland
08/04/2020|132|7|Finland
09/04/2020|179|6|Finland
10/04/2020|118|2|Finland
11/04/2020|164|6|Finland
12/04/2020|136|1|Finland
13/04/2020|69|7|Finland
14/04/2020|90|3|Finland
25/01/2020|3|0|France
26/01/2020|0|0|France
27/01/2020|0|0|France
28/01/2020|0|0|France
29/01/2020|1|0|France
30/01/2020|1|0|France
31/01/2020|1|0|France
01/02/2020|0|0|France
02/02/2020|0|0|France
03/02/2020|0|0|France
04/02/2020|0|0|France
05/02/2020|0|0|France
06/02/2020|0|0|France
07/02/2020|0|0|France
08/02/2020|5|0|France
09/02/2020|0|0|France
10/02/2020|0|0|France
11/02/2020|0|0|France
12/02/2020|0|0|France
13/02/2020|0|0|France
14/02/2020|0|0|France
15/02/2020|0|1|France
16/02/2020|0|0|France
17/02/2020|1|0|France
18/02/2020|0|0|France
19/02/2020|0|0|France
20/02/2020|0|0|France
21/02/2020|0|0|France
22/02/2020|0|0|France
23/02/2020|0|0|France
24/02/2020|0|0|France
25/02/2020|0|0|France
26/02/2020|2|0|France
27/02/2020|3|1|France
28/02/2020|21|0|France
29/02/2020|19|0|France
01/03/2020|43|0|France
02/03/2020|30|0|France
03/03/2020|48|1|France
04/03/2020|34|1|France
05/03/2020|73|0|France
06/03/2020|138|3|France
07/03/2020|190|2|France
08/03/2020|103|1|France
09/03/2020|410|9|France
10/03/2020|286|11|France
11/03/2020|372|3|France
12/03/2020|497|15|France
13/03/2020|595|13|France
14/03/2020|785|18|France
15/03/2020|838|12|France
16/03/2020|924|36|France
17/03/2020|1210|21|France
18/03/2020|1097|27|France
19/03/2020|1404|69|France
20/03/2020|1861|128|France
21/03/2020|1617|78|France
22/03/2020|1847|112|France
23/03/2020|1559|112|France
24/03/2020|3838|186|France
25/03/2020|2446|240|France
26/03/2020|2931|231|France
27/03/2020|3922|365|France
28/03/2020|3809|299|France
29/03/2020|4611|319|France
30/03/2020|2599|292|France
31/03/2020|4376|418|France
01/04/2020|7578|499|France
02/04/2020|4861|509|France
03/04/2020|2116|471|France
04/04/2020|5233|2004|France
05/04/2020|4267|1053|France
06/04/2020|1873|518|France
07/04/2020|3912|833|France
08/04/2020|3777|1417|France
09/04/2020|3881|541|France
10/04/2020|4286|1341|France
11/04/2020|4342|987|France
12/04/2020|3114|635|France
13/04/2020|1613|561|France
14/04/2020|2673|574|France
19/03/2020|3|0|French_Polynesia
20/03/2020|0|0|French_Polynesia
21/03/2020|12|0|French_Polynesia
22/03/2020|2|0|French_Polynesia
23/03/2020|1|0|French_Polynesia
24/03/2020|5|0|French_Polynesia
25/03/2020|2|0|French_Polynesia
26/03/2020|0|0|French_Polynesia
27/03/2020|5|0|French_Polynesia
28/03/2020|0|0|French_Polynesia
29/03/2020|4|0|French_Polynesia
30/03/2020|1|0|French_Polynesia
31/03/2020|1|0|French_Polynesia
01/04/2020|1|0|French_Polynesia
02/04/2020|0|0|French_Polynesia
03/04/2020|0|0|French_Polynesia
04/04/2020|2|0|French_Polynesia
05/04/2020|1|0|French_Polynesia
06/04/2020|1|0|French_Polynesia
07/04/2020|0|0|French_Polynesia
08/04/2020|6|0|French_Polynesia
09/04/2020|4|0|French_Polynesia
10/04/2020|0|0|French_Polynesia
11/04/2020|0|0|French_Polynesia
12/04/2020|0|0|French_Polynesia
13/04/2020|2|0|French_Polynesia
14/04/2020|2|0|French_Polynesia
13/03/2020|1|0|Gabon
15/03/2020|0|0|Gabon
16/03/2020|0|0|Gabon
17/03/2020|0|0|Gabon
18/03/2020|0|0|Gabon
19/03/2020|2|0|Gabon
20/03/2020|0|0|Gabon
21/03/2020|0|1|Gabon
22/03/2020|0|0|Gabon
23/03/2020|3|0|Gabon
24/03/2020|0|0|Gabon
25/03/2020|0|0|Gabon
26/03/2020|0|0|Gabon
27/03/2020|1|0|Gabon
28/03/2020|0|0|Gabon
29/03/2020|0|0|Gabon
30/03/2020|0|0|Gabon
31/03/2020|0|0|Gabon
01/04/2020|9|0|Gabon
02/04/2020|2|0|Gabon
03/04/2020|0|0|Gabon
04/04/2020|3|0|Gabon
05/04/2020|0|0|Gabon
06/04/2020|0|0|Gabon
07/04/2020|0|0|Gabon
08/04/2020|9|0|Gabon
09/04/2020|3|0|Gabon
10/04/2020|11|0|Gabon
11/04/2020|2|0|Gabon
12/04/2020|3|0|Gabon
13/04/2020|8|0|Gabon
14/04/2020|0|0|Gabon
18/03/2020|1|0|Gambia
19/03/2020|0|0|Gambia
20/03/2020|0|0|Gambia
21/03/2020|0|0|Gambia
22/03/2020|0|0|Gambia
23/03/2020|0|0|Gambia
24/03/2020|1|1|Gambia
25/03/2020|1|0|Gambia
26/03/2020|0|0|Gambia
27/03/2020|0|0|Gambia
28/03/2020|0|0|Gambia
29/03/2020|0|0|Gambia
30/03/2020|0|0|Gambia
31/03/2020|1|0|Gambia
01/04/2020|0|0|Gambia
02/04/2020|0|0|Gambia
03/04/2020|0|0|Gambia
04/04/2020|0|0|Gambia
05/04/2020|0|0|Gambia
06/04/2020|0|0|Gambia
07/04/2020|0|0|Gambia
08/04/2020|0|0|Gambia
09/04/2020|0|0|Gambia
10/04/2020|0|0|Gambia
11/04/2020|0|0|Gambia
12/04/2020|5|0|Gambia
13/04/2020|0|0|Gambia
14/04/2020|0|0|Gambia
27/02/2020|1|0|Georgia
28/02/2020|0|0|Georgia
29/02/2020|1|0|Georgia
01/03/2020|1|0|Georgia
02/03/2020|0|0|Georgia
05/03/2020|0|0|Georgia
06/03/2020|6|0|Georgia
08/03/2020|3|0|Georgia
09/03/2020|1|0|Georgia
10/03/2020|2|0|Georgia
11/03/2020|8|0|Georgia
12/03/2020|1|0|Georgia
13/03/2020|1|0|Georgia
14/03/2020|5|0|Georgia
15/03/2020|0|0|Georgia
16/03/2020|0|0|Georgia
17/03/2020|3|0|Georgia
18/03/2020|1|0|Georgia
19/03/2020|0|0|Georgia
20/03/2020|6|0|Georgia
21/03/2020|3|0|Georgia
22/03/2020|6|0|Georgia
23/03/2020|5|0|Georgia
24/03/2020|7|0|Georgia
25/03/2020|9|0|Georgia
26/03/2020|3|0|Georgia
27/03/2020|6|0|Georgia
28/03/2020|2|0|Georgia
29/03/2020|4|0|Georgia
30/03/2020|5|0|Georgia
31/03/2020|8|0|Georgia
01/04/2020|12|0|Georgia
02/04/2020|5|0|Georgia
03/04/2020|6|0|Georgia
04/04/2020|27|0|Georgia
05/04/2020|9|0|Georgia
06/04/2020|17|2|Georgia
07/04/2020|14|0|Georgia
08/04/2020|8|1|Georgia
09/04/2020|15|0|Georgia
10/04/2020|7|0|Georgia
11/04/2020|16|0|Georgia
12/04/2020|8|0|Georgia
13/04/2020|15|0|Georgia
14/04/2020|15|0|Georgia
28/01/2020|1|0|Germany
29/01/2020|3|0|Germany
30/01/2020|0|0|Germany
31/01/2020|1|0|Germany
01/02/2020|2|0|Germany
02/02/2020|1|0|Germany
03/02/2020|1|0|Germany
04/02/2020|2|0|Germany
05/02/2020|0|0|Germany
06/02/2020|0|0|Germany
07/02/2020|1|0|Germany
08/02/2020|1|0|Germany
09/02/2020|0|0|Germany
10/02/2020|0|0|Germany
11/02/2020|0|0|Germany
12/02/2020|2|0|Germany
13/02/2020|0|0|Germany
14/02/2020|0|0|Germany
15/02/2020|0|0|Germany
16/02/2020|0|0|Germany
17/02/2020|0|0|Germany
18/02/2020|0|0|Germany
19/02/2020|0|0|Germany
20/02/2020|0|0|Germany
21/02/2020|0|0|Germany
22/02/2020|0|0|Germany
23/02/2020|0|0|Germany
24/02/2020|0|0|Germany
25/02/2020|0|0|Germany
26/02/2020|2|0|Germany
27/02/2020|4|0|Germany
28/02/2020|26|0|Germany
29/02/2020|10|0|Germany
01/03/2020|54|0|Germany
02/03/2020|18|0|Germany
03/03/2020|28|0|Germany
04/03/2020|39|0|Germany
05/03/2020|66|0|Germany
06/03/2020|138|0|Germany
07/03/2020|284|0|Germany
08/03/2020|163|0|Germany
09/03/2020|55|0|Germany
10/03/2020|237|2|Germany
11/03/2020|157|0|Germany
12/03/2020|271|1|Germany
13/03/2020|802|2|Germany
14/03/2020|693|0|Germany
15/03/2020|733|3|Germany
16/03/2020|1043|4|Germany
17/03/2020|1174|1|Germany
18/03/2020|1144|0|Germany
19/03/2020|1042|0|Germany
20/03/2020|5940|30|Germany
21/03/2020|4049|2|Germany
22/03/2020|3276|22|Germany
23/03/2020|3311|27|Germany
24/03/2020|4438|32|Germany
25/03/2020|2342|23|Germany
26/03/2020|4954|49|Germany
27/03/2020|5780|55|Germany
28/03/2020|6294|72|Germany
29/03/2020|3965|64|Germany
30/03/2020|4751|66|Germany
31/03/2020|4615|128|Germany
01/04/2020|5453|149|Germany
02/04/2020|6156|140|Germany
03/04/2020|6174|145|Germany
04/04/2020|6082|141|Germany
05/04/2020|5936|184|Germany
06/04/2020|3677|92|Germany
07/04/2020|3834|173|Germany
08/04/2020|4003|254|Germany
09/04/2020|4974|246|Germany
10/04/2020|5323|266|Germany
11/04/2020|4133|171|Germany
12/04/2020|2821|129|Germany
13/04/2020|2537|126|Germany
14/04/2020|2082|170|Germany
13/03/2020|2|0|Ghana
15/03/2020|0|0|Ghana
16/03/2020|0|0|Ghana
17/03/2020|4|0|Ghana
18/03/2020|0|0|Ghana
19/03/2020|1|0|Ghana
20/03/2020|4|0|Ghana
21/03/2020|5|0|Ghana
22/03/2020|5|1|Ghana
23/03/2020|3|0|Ghana
24/03/2020|3|1|Ghana
25/03/2020|26|0|Ghana
26/03/2020|15|1|Ghana
27/03/2020|64|0|Ghana
28/03/2020|5|0|Ghana
